ArialMT	11	we were told that a survey was being developed to better understand members’
ArialMT	11	experiences and satisfaction with the legal assistance provided.202 We heard that some
ArialMT	11	members have experienced difficulties accessing legal support during military justice
ArialMT	11	processes, while others have been dissatisfied with the quality of legal support made
ArialMT	11	available to them.203
ArialMT	9	38 Royal Commission into Defence and Veteran Suicide: Final Report
ArialMT	11	192. Similarly, we have concerns regarding the quality and provision of welfare and
ArialMT	11	psychological support. The Director-General of the Military Legal Service, Air
ArialMT	11	Commodore Patrick Keane AM CSC, told us that while commanders may refer
ArialMT	11	members for psychological support when interacting with the military justice system,
ArialMT	11	this does not always occur in practice. He explained that it is up to the member to
ArialMT	11	request support, or their commander to exhibit curiosity about their wellbeing.204
ArialMT	11	193. This is inherently problematic in an organisational environment where there is stigma
ArialMT	11	around seeking help for psychological distress, where it has been reported that
ArialMT	11	commanding officers are not always well equipped to identify and support members
ArialMT	11	to access welfare services, and where in some cases, the commanding officer
ArialMT	11	themselves is accused of having committed the abuse.205
ArialMT	11	194. We heard that Defence has failed to provide adequate welfare and psychological
ArialMT	11	support for some members during their interaction with the military justice system.206
ArialMT	11	Additionally, since January 2020, Defence has not evaluated the effectiveness of mental
ArialMT	11	health support provided through numerous programs for members subject to military
ArialMT	11	justice processes.207 As a result, Defence cannot confirm whether these services are
ArialMT	11	achieving the outcomes intended and appropriately meeting members’ needs.
HelveticaNeue-Bold	13	Administrative termination
ArialMT	11	195. Commanders may recommend that a serving member be involuntarily discharged from
ArialMT	11	the ADF through the process of administrative termination if retaining the member is
ArialMT	11	deemed ‘not in the interests of the Defence Force’.208
ArialMT	11	196. Administrative termination may occur as a result of a member’s behaviour, including
ArialMT	11	being convicted of a criminal or service offence.209 Other grounds for administrative
ArialMT	11	termination are broad and open to subjective interpretation. A member’s service can be
ArialMT	11	terminated for a range of reasons, including reasons related to their performance and
ArialMT	11	their ‘suitability to serve’.210 We heard from Judge Douglas Humphreys CSC OAM, an
ArialMT	11	Army veteran and former member of the Veterans’ Review Board, who stated that ‘[t]
ArialMT	11	he grounds that are set out for the basis of termination are so wide they are virtually
ArialMT	11	impossible to challenge’,211 despite the fact that administrative termination can have
ArialMT	11	‘incredibly damaging impacts’ on a member’s wellbeing.212
ArialMT	11	197. Administrative termination from the ADF is one of the most significant risk factors for
ArialMT	11	suicide and suicidality arising in the military justice system. Our data analysis has
ArialMT	11	revealed that ex-serving males who served in the permanent forces and who separated
ArialMT	11	involuntarily for the reason ‘retention-not-in-service-interest’ are 2.97 times (197%)
ArialMT	11	more likely to die by suicide than Australian males, and almost six times (499%)
ArialMT	11	more likely to die by suicide within a year of separating from the ADF than Australian
ArialMT	11	males.213 Ex-serving females who served in the permanent forces and who separated
ArialMT	11	involuntarily for the reason ‘retention-not-in-service-interest’ are 3.45 times (245%)
ArialMT	11	more likely to die by suicide than Australian females.214
ArialMT	9	Executive summary 39
ArialMT	11	198. Given the significant risks associated with administrative termination, we are concerned
ArialMT	11	by the limited safeguards for ensuring due process and procedural fairness, and
ArialMT	11	the limited opportunities for members to appeal a negative decision and pursue a
ArialMT	11	meaningful review of the merits of their case.
ArialMT	11	199. Members subject to administrative processes have fewer protections than members
ArialMT	11	subject to the DFDA for service offences under the disciplinary system. This was
ArialMT	11	highlighted in the submission of Professor Pauline Collins, Professor of Law at the
ArialMT	11	University of Southern Queensland, who stated:
ArialMT	11	The administrative sanction that can result in a termination is attended by no more
ArialMT	11	than a notion of procedural fairness. It does not attract any rights to a hearing,
ArialMT	11	normal evidence requirements, [the requirement to specify] where or how the
ArialMT	11	evidence of the alleged conduct arose, or ability to question any witnesses or
ArialMT	11	informants.215
ArialMT	11	200. A primary mechanism for procedural fairness is that members have the opportunity to
ArialMT	11	provide a written response to a Notice to Show Cause (NTSC) demonstrating why their
ArialMT	11	service should not be administratively terminated. Under Defence policy, members
ArialMT	11	are to be given at least 14 days to provide that response before any final decision is
ArialMT	11	made.216 However, as Professor Collins pointed out:
ArialMT	11	putting a person in the pressured position of responding to a Notice to Show
ArialMT	11	Cause may result in an unacceptable erosion of their rights to a presumption
ArialMT	11	of innocence or fair process.217
ArialMT	11	201. We are also alarmed by accounts that Defence have issued NTSCs to members while
ArialMT	11	they were undergoing treatment for mental health issues. For example, the partner of
ArialMT	11	an ex-serving Navy member told us that Defence served an NTSC the day after he was
ArialMT	11	discharged from hospital, and stated:
ArialMT	11	The fact that my partner [had] only just been released from inpatient treatment,
ArialMT	11	for depression and suicide ideation, had recently started new medication which
ArialMT	11	affected his ability to concentrate and focus, did not seem to be taken into
ArialMT	11	consideration or a care factor for Command. My partner was by no means better
ArialMT	11	or really in the right headspace to receive that information. To present a NTSC
ArialMT	11	at this time, to expect the member to try and respond in an appropriate manner
ArialMT	11	and to try and fight an administration discharge, placed an, in my opinion, an
ArialMT	11	unnecessary strain and stress on my partner … Responding to the NTSC whilst
ArialMT	11	still undergoing active mental health treatment, would often result in my partner
ArialMT	11	wanting to give up. Give up on trying to draft a [response] and give up on life!!!
ArialMT	11	I spent a significant proportion of that time, convincing my partner not to commit
ArialMT	11	suicide – that he was not the ‘piece of shit’ that his Command was trying to tell
ArialMT	11	him he was.218
ArialMT	11	202. We note that decision makers in command positions are not bound by similar
ArialMT	11	timeframes. This can lead to members waiting for lengthy periods before receiving
ArialMT	11	a final decision on their prospective termination.219
ArialMT	9	40 Royal Commission into Defence and Veteran Suicide: Final Report
ArialMT	11	203. In 2021, an independent review by the Australian Commission on Safety and Quality in
ArialMT	11	Healthcare found that the prospect of military discharge was a source of ‘tremendous
ArialMT	11	distress’ for many serving members and contributed to suicidality and suicide attempts.
ArialMT	11	This was evident in the number of deaths by suicide that occurred immediately prior to
ArialMT	11	or after the date of discharge. The ‘extreme despair’ and distress experienced by some
ArialMT	11	members was also related to ‘a sense of failure that [they] could not succeed in the
ArialMT	11	workplace they esteemed and worked hard towards’.220
ArialMT	11	204. Given the inherently stressful nature of justice processes and that administrative
ArialMT	11	termination is a known risk factor for suicide and suicidality, there is an urgent need
ArialMT	11	for more robust safeguards relating to stronger governance, assurance, oversight and
ArialMT	11	member support in the military justice system.
HelveticaNeue-Bold	14	Experience of moral injury
ArialMT	11	205. The concept of ‘moral injury’ is relatively new and is not yet widely acknowledged
ArialMT	11	as a risk factor for suicide and suicidality among military personnel. While there is
ArialMT	11	no universally agreed-upon definition of moral injury, it is associated with four core
ArialMT	11	constructs, including betrayal, guilt, shame, and self-condemning behaviours. Moral
ArialMT	11	injury has been described in the context of defence and veteran populations as the:
ArialMT	11	lasting psychological, biological, spiritual, behavioural, and social impact of
ArialMT	11	perpetrating, failing to prevent … bearing witness to, or learning about acts
ArialMT	11	that transgress deeply held moral beliefs and expectations.221
ArialMT	11	206. Moral injury can be experienced by people who are victims of actions that go against
ArialMT	11	their moral code, whether they are the actions of another person or an organisation. In
ArialMT	11	these instances, moral injury can be bound up with the experience of institutional betrayal
ArialMT	11	and the belief that the system itself has let them down, as discussed further below.
ArialMT	11	207. It can also occur when a person feels responsible for perpetrating, or failing to intervene
ArialMT	11	or report actions that cause injury to others. For example, military interpersonal violence
ArialMT	11	can cause moral injury to members who are drawn into those dynamics as perpetrators
ArialMT	11	and bystanders, as well as those who are victims of violence. According to research we
ArialMT	11	commissioned from Professor Wadham and others:
ArialMT	11	The character of military abuse is such that it creates morally challenging
ArialMT	11	dilemmas for the ADF member. The contexts are principally about inclusion and
ArialMT	11	exclusion, in-group and out-group dynamics that could leave the ADF member
ArialMT	11	caught between being a victim or a perpetrator.222
ArialMT	9	Executive summary 41
ArialMT	11	208. Several ex-serving members who participated in that research reflected on the
ArialMT	11	psychological impact of having perpetrated or witnessed abuse during their time
ArialMT	11	in service. For example, an ex-serving Navy member spoke of having taken on the
ArialMT	11	role of abuser to avoid being the target of abuse from others, stating, ‘I’m so upset
ArialMT	11	that I … didn’t have the strength or character at the time [to resist]’.223 Similarly,
ArialMT	11	another ex-serving Navy member reflected:
ArialMT	11	I was made to sit outside and watch while these new mates of mine were in the
ArialMT	11	ring and getting beaten up. The beating to me I could handle. I never dobbed. But
ArialMT	11	seeing new-made friends being beaten up … I’ve lived with that.224
ArialMT	11	209. Moral injury can leave a person in great inner turmoil with feelings of guilt, inadequacy,
ArialMT	11	shame and disgust. As a former infantry commander and padre explained:
ArialMT	11	I don’t see many people with suicidal ideation that want to kill themselves because
ArialMT	11	of their post-traumatic stress. [Moral injury] has been described by people [as]:
ArialMT	11	‘I feel like I have a wounded soul, that I’ve done something really wrong or I
ArialMT	11	witnessed something that was really wrong and I didn’t do anything about it’.
ArialMT	11	And this is my life experience: these are the things that lead to veteran suicide.225
ArialMT	11	210. ‘Self-stigmatising beliefs’ following moral injury can significantly effect personal
ArialMT	11	wellbeing and interpersonal relationships, and heighten suicidal behaviours. Members
ArialMT	11	who have experienced moral injury can feel disconnected from who they thought
ArialMT	11	they were, and can seek to numb their feelings by misusing drugs and alcohol,
ArialMT	11	disconnecting from personal relationships and support services, and self-isolating,
ArialMT	11	with suicide being the ‘ultimate disconnect’.226
HelveticaNeue-Bold	13	Institutional betrayal
ArialMT	11	211. The concept of institutional betrayal is integral to this Royal Commission. Lived
ArialMT	11	experience witnesses in our public hearings and authors of submissions commonly
ArialMT	11	reported feeling betrayed when ADF leaders and members committed wrongs, when
ArialMT	11	the ADF failed to prevent wrongdoing or injury, when the institutional response to
ArialMT	11	wrongdoing was inadequate, and when there was a lack of transparency and equity
ArialMT	11	in how they were treated during their time in service. As an ex-serving Air Force
ArialMT	11	member stated in her submission:
ArialMT	11	Whilst Defence has been an important part of my life and identity, it has also been
ArialMT	11	at the epicentre of some of the worst treatment I have ever experienced
ArialMT	11	or witnessed. These negative unacceptable behaviours, toxic culture and lack of
ArialMT	11	action have resulted me in losing trust in the organisation.227
ArialMT	9	42 Royal Commission into Defence and Veteran Suicide: Final Report
ArialMT	11	212. Dr Jacqueline Drew, Associate Professor in the School of Criminology and Criminal
ArialMT	11	Justice at Griffith University, emphasised the importance of a workplace environment
ArialMT	11	that is perceived as ‘fair, just and unbiased’.228 She stated that ‘[o]rganisational injustice
ArialMT	11	is pivotal in predicting psychological distress and burnout’,229 and further explained:
ArialMT	11	[W]hen we think about first responders, police and Defence, they often have very
ArialMT	11	clear sense of right and wrong and we ask them to implement that sense of right
ArialMT	11	and wrong within our communities … It’s then a significant disconnect when they
ArialMT	11	don’t see that same application of justice, that same application of right and wrong
ArialMT	11	and the reward for good behaviour within the very agency that they work.230
ArialMT	11	213. Similarly, in a statement to the Royal Commission, Ms Chrystina Stanford, Chief
ArialMT	11	Executive Officer of Canberra Rape Crisis Centre, described how poor institutional
ArialMT	11	responses to sexual misconduct can lead to ‘a loss of faith in the ideal, the institution
ArialMT	11	as well as trauma impacts’.231 She wrote:
ArialMT	11	Most survivors of sexual violence disclose sexual violence because they ‘do not
ArialMT	11	want what happened to them to happen to anyone else.’ A need based within
ArialMT	11	integrity. When this fails, the consequences for the victim/survivor are catastrophic
ArialMT	11	and where the person is connected to an institution, where they may be reliant
ArialMT	11	on the institution … there is also a higher risk of loss of faith and hope in the
ArialMT	11	institution. This is a significant issue where the institution is the Defence Force and
ArialMT	11	risks leaving people ill equipped to manage what is occurring for them and isolated
ArialMT	11	from seeking help. Suicide becomes the solution to overwhelming impact.232
ArialMT	11	214. This is supported by international research involving survivors of military sexual trauma
ArialMT	11	that found that feelings of being ‘betrayed’ by the military – including by the institution’s
ArialMT	11	failure to prevent or respond effectively to the wrongdoing – were associated with a
ArialMT	11	range of mental health conditions and an increased risk of attempting suicide.233
ArialMT	11	215. Betrayal from leadership is also a significant contributing factor to moral injury in the
ArialMT	11	military.234 As Dr Nikki Jamieson explained, many members join Defence with the
ArialMT	11	expectation ‘that Defence will have their back, leadership will take care of them’.235
ArialMT	11	When their experience of the organisation falls short of these expectations, their mental
ArialMT	11	health can suffer. Dr Jamieson described these dynamics by sharing the story of her
ArialMT	11	son, Private Daniel Garforth, who enlisted in the Army in November 2012 and died by
ArialMT	11	suicide in November 2014 at age 21. She stated:
ArialMT	11	His loyalty and commitment to Defence was also his Achilles’ heel … Like
ArialMT	11	many others, Daniel was committed to his service but because of the constant
ArialMT	11	belittling and demoralisation that he felt, and as reported by him as feeling, by
ArialMT	11	his chain of command, he felt incredibly betrayed by those who were supposed
ArialMT	11	to protect him, that didn’t have his back – and this is one of the core mechanisms
ArialMT	11	and indoctrination processes in Defence, you have to really understand the
ArialMT	11	Defence and military ethos and training [that] goes with that and how loyalty and
ArialMT	11	commitment, you put your team first against all odds, everybody will have your
ArialMT	11	back, you are dependent on them for survival. When that doesn’t happen, mental
ArialMT	11	health declines …
ArialMT	9	Executive summary 43
ArialMT	11	[I]t is not difficult to see how and why Daniel’s mental health declined, when his
ArialMT	11	values were so severely violated through betrayal and distrust. This violation
ArialMT	11	led to his moral trauma and is consistent with the literature on moral injury and
ArialMT	11	trauma, and how leadership betrayal leads to significant mental health impacts,
ArialMT	11	withdrawal, isolation and distrust, and heightened his suicidal behaviours and
ArialMT	11	ultimately his death.236
HelveticaNeue-Bold	14	Exposure to traumatising events
ArialMT	11	216. The risk of exposure to traumatising events is inherent to military service. We received
ArialMT	11	numerous submissions detailing disturbing and traumatic events that were witnessed
ArialMT	11	and experienced by ADF members during their time in service.
ArialMT	11	217. We heard that one ex-serving Army member had witnessed ‘numerous suicides, horrific
ArialMT	11	injuries, a baby … killed’.237 Many serving and ex-serving ADF members described the
ArialMT	11	frenetic chaos and inherent danger of deploying to an active war zone, including an
ArialMT	11	ex-serving Army member who wrote:
ArialMT	11	On my third tour to Iraq we were exposed to a high threat environment where we
ArialMT	11	suffered multiple casualties. Our detachment was involved in several shootings
ArialMT	11	… and we were attacked on multiple occasions … It was very bloody and very
ArialMT	11	confronting.238
ArialMT	11	218. An Army veteran of four operational deployments including Bougainville and East
ArialMT	11	Timor, wrote of having been confronted with ‘blood and chaos’ during both war-like
ArialMT	11	and non-combat deployments. He stated that ‘some of the worst experiences’ he
ArialMT	11	encountered were on non-war-like operations, in addition to witnessing several fatal
ArialMT	11	and serious accidents during training.239
ArialMT	11	219. Many serving and ex-serving ADF members described being exposed to traumatising
ArialMT	11	events during training exercises, including a long-serving special forces member who
ArialMT	11	reported having seen numerous colleagues die and many others ‘maimed or wounded’
ArialMT	11	during live fire and explosives training.240 Another submission detailed the psychological
ArialMT	11	impacts of witnessing a plane crash during a training mission, after ‘the engine started
ArialMT	11	to fail and the aircraft struck a tree bursting into flames’. All four of its crew members
ArialMT	11	were killed.241
ArialMT	11	220. We also heard from serving and ex-serving ADF members exposed to traumatic
ArialMT	11	incidents during domestic deployments involving natural disaster response. This
ArialMT	11	included an ex-serving Navy member who described an incident that occurred during
ArialMT	11	efforts to control a bushfire, in which ‘fire jumped the road and jumped over our open
ArialMT	11	truck, injuring, burning and scarring all the young sailors involved’.242
ArialMT	9	44 Royal Commission into Defence and Veteran Suicide: Final Report
ArialMT	11	221. Exposure to traumatic events can be a predictor of psychological distress. Research
ArialMT	11	conducted in Australia, the United Kingdom and the United States has consistently
ArialMT	11	demonstrated a link between exposure to combat and adverse mental health
ArialMT	11	outcomes,243 of which post-traumatic stress disorder (PTSD) is the most commonly
ArialMT	11	demonstrated outcome.244 Studies acknowledge that ‘[m]ental disorder is a known
ArialMT	11	significant risk factor for suicidal ideation and [death by] suicide’,245 with PTSD linked
ArialMT	11	to higher rates of suicidality and suicide attempt.246
ArialMT	11	222. While some members exhibit symptoms during or immediately on return from postings
ArialMT	11	or deployment in which they have been exposed to traumatising events, others may not
ArialMT	11	experience effects on their mental health until years later.
ArialMT	11	223. As an ex-serving Army member previously deployed to Afghanistan wrote in his
ArialMT	11	submission, ‘One single moment of lived experience at war can undoubtedly change
ArialMT	11	you’.247 The psychological impacts of these experiences were shared by the wife of an
ArialMT	11	ex-serving Army member who deployed to Iraq and Afghanistan. She described how
ArialMT	11	her husband left Australia as ‘an intelligent, articulate, clever man’ and returned:
ArialMT	11	distant, hyper-vigilant, fragile, angry, aggressive, incredibly emotional, depressed,
ArialMT	11	having nightmares and night sweats, drinking to excess, totally shut down and
ArialMT	11	unable to get off the couch for weeks on end …
ArialMT	11	He’s forgetful, frightened of the dark, anxious when driving in traffic, easily
ArialMT	11	startled, constantly fatigued, impatient, wary of strangers, anti-social, unable to
ArialMT	11	function on a daily basis and often suicidal …
ArialMT	11	He has broken into a million little pieces and is a mere shadow of himself often
ArialMT	11	engulfed by shame and guilt. His war experience will never be truly known by me.
ArialMT	11	I can only see the deep, detrimental, life-long impact that it has had on him and in
ArialMT	11	turn on us.248
HelveticaNeue-Bold	14	Experience of burnout
ArialMT	11	224. Workforce shortages caused by high separation rates, a failure to meet recruitment
ArialMT	11	targets, and personnel who are unavailable for medical reasons have resulted in
ArialMT	11	a ‘hollowing’ of Defence capability and an environment that is not conducive to
ArialMT	11	supporting wellbeing.249 As the Associate Secretary of the Department of Defence,
ArialMT	11	Matt Yannopoulos PSM, outlined in his statement to this Royal Commission:
ArialMT	11	The hollowness is made up of the approximate 10 per cent vacancy rate and
ArialMT	11	15 per cent medically unavailable. As at November 2023, the organisation is 4259
ArialMT	11	[personnel] (6.8 per cent) below AFS [Average Funded Strength] guidance.250
ArialMT	11	225. These pressures are experienced across the Navy, Army and Air Force.251 Workforce
ArialMT	11	shortages can result in decision-making across the organisation that deprioritises
ArialMT	11	member health and wellbeing in order to meet the ADF’s capability requirements.
ArialMT	9	Executive summary 45
ArialMT	11	226. As Brigadier Duncan Hayward CSC, Director General of Defence Force Recruiting,
ArialMT	11	stated, ‘[w]hen we have hollowness, we have people working harder and longer’.252
ArialMT	11	This increased tempo can result in exhaustion and burnout for the existing workforce,
ArialMT	11	which may be risk factors for suicidality, and can contribute to suicidality if certain
ArialMT	11	environmental and personality factors are also present.253 It can also elevate the risk
ArialMT	11	of service-related injury and illness, and thereby increase the likelihood of medical
ArialMT	11	separation from the ADF.
ArialMT	11	227. A review of the Defence Workforce Fatigue Management Approach found that a lack
ArialMT	11	of personnel has a cumulative impact across the workforce, with burnout, medical
ArialMT	11	downgrade, and retention issues noted as outcomes.254 Additionally, fatigue was
ArialMT	11	described as ‘constant’ by the majority of members who participated in focus groups
ArialMT	11	undertaken as part of the review. The review stated:
ArialMT	11	The reported experience of fatigue reflected a complex and multifaceted
ArialMT	11	psychological and emotional response. Emotional exhaustion was a critical factor
ArialMT	11	that strongly indicates fatigue as not just a physical sensation, but one that was
ArialMT	11	emotionally taxing, leading to feelings of emptiness and depletion.255
ArialMT	11	228. In submissions to this Royal Commission, many serving and ex-serving ADF members
ArialMT	11	reflected on the psychological toll of sustained high-tempo work environments that
ArialMT	11	gave them minimal opportunity for rest and respite. For example, a serving member
ArialMT	11	with over 20 years’ experience in the Army and Navy, including deployments to East
ArialMT	11	Timor, Afghanistan, and Iraq, identified the catalyst for his first mental health episode
ArialMT	11	as ‘the conduct of three short-notice operational deployments, marriage breakdown
ArialMT	11	and [being] posted into a high-intensity work environment’.256
ArialMT	11	229. The submission of a former Air Force member who served as an air traffic controller
ArialMT	11	described the experience of chronic workplace stress alongside exposure to traumatic
ArialMT	11	events:
ArialMT	11	Living at such a heightened state for so long was continuing to deteriorate my
ArialMT	11	mental state … We were all overworked, constantly fatigued, and under-manned
ArialMT	11	as a unit … Specifically I witnessed, and was responsible for controlling aircraft
ArialMT	11	during emergencies, aviation incidents and crash landings. The nature of the
ArialMT	11	high-pressure environment also exposed me to repeated aversive details of
ArialMT	11	severely traumatic events through both my own experience and that of other air
ArialMT	11	traffic controllers. On average, we could experience approximately one to three
ArialMT	11	emergencies per day, every day, mostly military, but some civilian too.257
ArialMT	9	46 Royal Commission into Defence and Veteran Suicide: Final Report
ArialMT	11	230. If member wellbeing is not adequately prioritised alongside operational objectives,
ArialMT	11	these risks and their impacts will remain. As the wife of a current serving Navy member
ArialMT	11	wrote in her submission:
ArialMT	11	The discrepancy between capacity (numbers in category) vs capability (those
ArialMT	11	able to participate in sea postings) means that personnel who are healthy and
ArialMT	11	compliant with individual readiness requirements are often undertaking multiple
ArialMT	11	sea postings back to back, working in a demanding and stressful environment
ArialMT	11	with little or no reprieve from the high tempo, often stressful environment …
ArialMT	11	I am certainly concerned about the long-term impacts of being in an environment
ArialMT	11	that churns through its people just to keep Ships manned with appropriate
ArialMT	11	numbers.258
HelveticaNeue-Bold	14	Service-related injury and illness
ArialMT	11	231. Serving members are required to maintain high standards of physical and psychological
ArialMT	11	fitness. Injury or illness can have a direct consequence on a member’s employability
ArialMT	11	through the military employment classification (MEC) system. Every serving member
ArialMT	11	is assigned a MEC, reflecting their fitness to be deployed on active duty or otherwise
ArialMT	11	employed in the ADF.259 A member’s MEC is subject to periodic and ‘as required’
ArialMT	11	reviews, which may result in movement up or down a grading system of 24 categories
ArialMT	11	with corresponding employment restrictions and/or medical support requirements.260
ArialMT	11	232. The assessment of a member’s medical fitness can significantly affect their career,
ArialMT	11	affecting decisions related to employment, postings, training opportunities, occupational
ArialMT	11	rehabilitation, transfers between employment categories, payment of specialist
ArialMT	11	allowances and retention in the ADF.261
ArialMT	11	233. Our inquiry has found that the ADF does not sufficiently prioritise injury prevention,
ArialMT	11	despite the risk of injury inherent to military service and the obvious impacts of
ArialMT	11	workforce injuries on operational capability. Coupled with aspects of military culture
ArialMT	11	that disincentivise members from seeking medical treatment, these factors create
ArialMT	11	increased risk of chronic injury and illness. These may eventually result in medical
ArialMT	11	separation, which is associated with an increased risk of suicide and suicidality.
ArialMT	11	234. An analysis by the AIHW has found that ex-serving males who served in the permanent
ArialMT	11	forces and separated involuntarily for medical reasons are 2.84 times (184%) more
ArialMT	11	likely to die by suicide than Australian males.262 Ex-serving females who served in the
ArialMT	11	permanent forces and separated involuntarily for medical reasons are almost five times
ArialMT	11	(398%) more likely to die by suicide than Australian females.263
ArialMT	11	235. Medical separation is also linked with poorer outcomes following a member’s transition
ArialMT	11	into civilian life, across domains including health, education, employment, income
ArialMT	11	and housing. This includes a range of negative outcomes for lifetime wellbeing
ArialMT	11	including financial stress and lower income, an increased likelihood of experiencing
ArialMT	11	homelessness, poorer self-perceived satisfaction and quality of life, social isolation
ArialMT	11	and a lack of identity, and a reduced sense of agency and security.264
ArialMT	9	Executive summary 47
ArialMT	11	236. We are therefore alarmed by the high and growing number of medical separations from
ArialMT	11	the ADF. In 2022‒23, almost two thirds of separations from the permanent forces were
ArialMT	11	involuntary medical separations.265
HelveticaNeue-Bold	13	High rates of preventable injury
ArialMT	11	237. The rates of preventable injury in the ADF are unacceptably high. In evidence before
ArialMT	11	this Royal Commission, Dr Rodney Pope, Professor of Physiotherapy at Charles Sturt
ArialMT	11	University and former Director of the Defence Injury Prevention Program, estimated
ArialMT	11	based on current research that the rate of injury in the ADF is likely to be 394 injuries
ArialMT	11	per 100 personnel per year.266 This amounts to approximately four injuries per person
ArialMT	11	per year.
ArialMT	11	238. We accept that some hazards of military service cannot be avoided, especially during
ArialMT	11	combat-related operations. However, the most common causes of physical injuries
ArialMT	11	in the ADF are physical training, combat training and sport.267 Further, Defence has
ArialMT	11	reported more than 81,000 notifiable work health and safety incidents from 2016–17
ArialMT	11	to 2022–23.268
ArialMT	11	239. Submissions from many serving and ex-serving ADF members detailed injuries
ArialMT	11	they believed were either caused or exacerbated by failures in ADF procedures.269
ArialMT	11	For some, the knowledge that their injuries could have been prevented has had a
ArialMT	11	compounding negative effect on their mental health. For example, an ex-serving Air
ArialMT	11	Force member told us:
ArialMT	11	I am angry because I feel my injury could have been prevented in the first place
ArialMT	11	and that there is a lack of care about fundamental occupational health and
ArialMT	11	safety in the military workforce. I have experienced continuous depression; life
ArialMT	11	is miserable now for me. Each day I feel exhausted and in pain. I have struggled
ArialMT	11	with thoughts of suicide most days.270
ArialMT	11	240. We are also concerned by recent changes to recruitment policy that may increase the
ArialMT	11	risk of injuries being sustained early in a member’s military career.
ArialMT	11	241. The 2023 Defence Strategic Review identified recruitment and retention as one of its
ArialMT	11	six key priorities,271 and Defence have stated that ‘the ADF’s risk appetite in recruiting
ArialMT	11	has increased’.272 This means that the ADF is more willing to recruit people who may
ArialMT	11	not have the physical fitness and psychological resilience needed to succeed in service
ArialMT	11	life. In practical terms, this has played out in the relaxing of physical and psychological
ArialMT	11	recruitment entry standards, and the granting of more medical waivers that allow
ArialMT	11	candidates who do not meet those standards to enlist.
ArialMT	11	242. Candidates typically undergo a pre-entry fitness assessment (PFA), which must be
ArialMT	11	passed no more than six weeks before entering the ADF. The PFA is designed to
ArialMT	11	‘ensure candidates have the minimum level of fitness required to train safely and
ArialMT	11	effectively’.273 However, the Army and Air Force are reducing their PFA standards for
ArialMT	11	specified cohorts, while the Navy is trialling the removal of the PFA.274 As the Director
ArialMT	11	General of Defence Force Recruiting, Brigadier Hayward, explained, ‘physical fitness
ArialMT	11	standards have been relaxed in many instances for entry, but the graduation standards,
ArialMT	11	or the exit standards from training institutions or into the force, have not changed’.275
ArialMT	9	48 Royal Commission into Defence and Veteran Suicide: Final Report
ArialMT	11	243. This means that recruits who enlist under reduced entry standards carry a
ArialMT	11	proportionately greater burden – and risk – associated with endeavouring to increase
ArialMT	11	their physical fitness during training. Research suggests a direct relationship between
ArialMT	11	fitness standards and the physical and mental health of recruits. Dr Pope told us that
ArialMT	11	fitness standards protect candidates from harm. His research has found that people
ArialMT	11	with very low fitness levels had about a 30% risk of being discharged during training
ArialMT	11	and a 50% chance of injury.276 Dr Pope explained that:
ArialMT	11	implementing barrier testing [minimum fitness standards] … meant that we
ArialMT	11	actually protected those people from that very catastrophic situation of coming in,
ArialMT	11	knowing that they had only a 70 per cent chance of success of getting through
ArialMT	11	the program if they didn’t get injured, but they had a 50 per cent chance of being
ArialMT	11	injured, which would then increase their risk of being discharged ten-fold.277
HelveticaNeue-Bold	13	Military culture influences injury and illness
ArialMT	11	244. Aspects of military culture playing out at both an organisational and individual level not
ArialMT	11	only contribute to high rates of physical injury and psychological health issues, but also
ArialMT	11	discourage members from seeking medical attention or support from leaders and peers
ArialMT	11	when they are injured or become ill.
ArialMT	11	245. We are concerned that negative attitudes towards help-seeking, and seeing
ArialMT	11	injury-prevention strategies as undermining resilience, are ingrained in members
ArialMT	11	from the start of their military careers. For example, the messaging delivered during
ArialMT	11	Army recruit training at the 1st Recruit Training Battalion frames the ‘requirements
ArialMT	11	for soldierly conduct’ in terms of endurance and working through physical pain,
ArialMT	11	stating that:
ArialMT	11	Soldiers are expected to operate day or night, on little rest and in arduous trying
ArialMT	11	conditions.
ArialMT	11	You are expected to be able to cope with the rigours of soldiering.
ArialMT	11	You will be tired, sore, uncomfortable. Set an achievable goal and work
ArialMT	11	towards it.278
ArialMT	11	246. Research we commissioned from Phoenix Australia found that while the military value
ArialMT	11	of self-reliance and the related values of selflessness and sacrifice ‘support … the
ArialMT	11	military mission’, they can have the negative affect of potentially discouraging members
ArialMT	11	from seeking help when they need it.279 At the same time, new recruits are readily made
ArialMT	11	aware of the career implications of harbouring injuries. This was evident in submissions
ArialMT	11	we received, including from an ex-serving Army member, who stated:
ArialMT	11	During my training I developed bilateral stress fractures of the tibia and was
ArialMT	11	warned I would be back squaded if I could not get out of the medical centre and
ArialMT	11	back to my platoon. I sucked it up and managed to convince the doctor that I was
ArialMT	11	no longer in pain and was allowed to return to my platoon.280
ArialMT	9	Executive summary 49
HelveticaNeue-Bold	13	Stigma attached to injury and illness
ArialMT	11	247. In an organisational culture that valorises personal sacrifice and commitment to
ArialMT	11	the team, a member’s injury or illness can be viewed as a sign of weakness, and
ArialMT	11	considered a serious transgression. A member who is unable to meet physical or
ArialMT	11	mental health standards risks being labelled a ‘malingerer’ by their peers. This was
ArialMT	11	described during our public hearings as ‘incredibly stigmatising’ and ‘the worst possible
